Sample Name,Sample Value,Date modified,Lot,Surface,Sub-board,Link Id,Component,Shape,Pin Id,InspectObject Id,InspectWindow Id,Anchor Id,AI Judge,Algorithm Name,Algorithm Version,Element Id,Element Name,Ng Type
BoxCenter: X,-120573,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
BoxCenter: Y,-408619,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
BoxCenter: Z,0,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
InsideAverage,235,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Inside-Outside,189,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Circle Match,93,2025/03/14 13:46:47,,A,0,MARK_CIRCULAR_1300,MARK2,,,2,1,-1,Ok,CircularFiducial,1.5.0.0,,,
Width,6531957,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,COMPONENT_NG
Height,6531957,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,COMPONENT_NG
ResultType,Found,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,MISSING
TopLeft: X,-3254480,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopLeft: Y,-3255928,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopLeft: Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: X,3286663,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: Y,-3237554,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
TopRight: Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: X,-3272854,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: Y,3285215,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomLeft: Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: X,3268289,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: Y,3303589,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
BottomRight: Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: X,2311,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: Y,19237,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Center: Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,
Shift: Vector.X,2311,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Vector.Y,19237,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Vector.Z,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Shift: Rotation,-0.0435886235482853,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Side Overhang,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
End Overhang,0,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,2,-1,Ok,RectAlignSimple,1.2.0.0,49,Body,SHIFT
Height,1468,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,MISSING
InclinationX,9,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,LIFTED_BODY
InclinationY,14,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,3,-1,Ok,FindPlane,1.1.0.0,49,Body,LIFTED_BODY
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
PadTipHeight,18,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
TerminalTipEndPosition,13,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
TerminalTipBeginPosition,18,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
Sample_LeadHeight,120,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064077824,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
Sample_SolderFlatBrightness,165,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
GerberPadInfoId,788,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,4,-1,Ok,Soldering Condition,0.0.0.3,1,Lead,
LeadHeight,109,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,1,40,99,-1,Ok,LeadSideBlackWhite,1.4.2.0,1,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
PadTipHeight,23,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
TerminalTipEndPosition,13,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
TerminalTipBeginPosition,18,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
Sample_LeadHeight,108,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064077824,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
Sample_SolderFlatBrightness,210,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
GerberPadInfoId,791,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,376,-1,Ok,Soldering Condition,0.0.0.3,6,Lead,
LeadHeight,107,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,6,40,377,-1,Ok,LeadSideBlackWhite,1.4.2.0,6,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
PadTipHeight,-43,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
TerminalTipEndPosition,14,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
TerminalTipBeginPosition,19,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
Sample_LeadHeight,112,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064208898,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
Sample_SolderFlatBrightness,152,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
GerberPadInfoId,754,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,378,-1,Ok,Soldering Condition,0.0.0.3,18,Lead,
LeadHeight,112,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,18,40,379,-1,Ok,LeadSideBlackWhite,1.4.2.0,18,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
PadTipHeight,-46,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
TerminalTipEndPosition,15,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
TerminalTipBeginPosition,23,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
Sample_LeadHeight,112,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064405509,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
Sample_SolderFlatBrightness,121,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
GerberPadInfoId,779,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,380,-1,Ok,Soldering Condition,0.0.0.3,24,Lead,
LeadHeight,88,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,24,40,381,-1,Ok,LeadSideBlackWhite,1.4.2.0,24,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
PadTipHeight,-53,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
TerminalTipEndPosition,18,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
TerminalTipBeginPosition,23,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
Sample_LeadHeight,152,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064077823,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
Sample_SolderFlatBrightness,111,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,NOSOLDER
DepthImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
BelowTresholdImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
GerberPadInfoId,780,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,382,-1,Ok,Soldering Condition,0.0.0.3,25,Lead,
LeadHeight,144,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,25,40,383,-1,Ok,LeadSideBlackWhite,1.4.2.0,25,Lead,LIFTED_LEAD
HeightProfile: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
LsfRgbImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
PadTipHeight,-54,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
TerminalTipEndPosition,16,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
TerminalTipBeginPosition,22,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
Sample_LeadHeight,114,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,LIFTED_LEAD
SolderJointWithTerminal,1407392064012286,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
LsfFilletProfileImage: Unknown IValue,,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,
Sample_SolderFlatBrightness,153,2025/03/14 13:46:47,,A,0,AT90C8534A,IC8,QFP48P19_354X354X47L23X8,31,40,384,-1,Ok,Soldering Condition,0.0.0.3,31,Lead,NOSOLDER
